0,987
1,1258
2,1733
3,2434
4,3221
5,5005
6,6484
7,8247
8,10263
9,12401
10,15027
11,17884
12,21137
13,25064
14,28792
15,31976
16,35429
17,38114
18,41118
19,43687
20,45737
21,59917
22,65092
23,67773
24,69905
25,72063
26,74094
27,75974
28,76508
29,77542
30,78600
31,79638
32,80267
33,81259
34,82120
35,83255
36,84710
37,86527
38,88725
39,91352
40,93957
41,97256
42,100426
43,104703
44,109784
45,115504
46,121370
47,128558
48,137254
49,148476
50,162241
51,178982
52,196110
53,215304
54,235765
55,258598
56,285500
57,317201
58,355707
59,389216
60,425743
61,469953
62,514878
63,563655
64,625065
65,691441
66,758622
67,819560
68,883968
69,959380
70,1037772
71,1118830
72,1205226
73,1288890
74,1362963
75,1440408
76,1524329
77,1613219
78,1703594
79,1801685
80,1887446
81,1964159
82,2040516
83,2120594
84,2207483
85,2294982
86,2384888
87,2469799
88,2548191
89,2631145
90,2712987
91,2797624
92,2884266
93,2982153
94,3073642
95,3148438
96,3219785
97,3298880
98,3384073
99,3473684
100,3569482
101,3653217
102,3736179
103,3817978
104,3901974
105,3998954
106,4095636
107,4192502
108,4281604
109,4362509
110,4436390
111,4525605
112,4618423
113,4717455
114,4820214
115,4917680
116,5001652
117,5094023
118,5192896
119,5298219
120,5408376
121,5518384
122,5620841
123,5719352
124,5812258
125,5908062
126,6017614
127,6137785
128,6266583
129,6393666
130,6505310
131,6609382
132,6728866
133,6852525
134,6986384
135,7120092
136,7251550
137,7368874
138,7479298
139,7603942
140,7743300
141,7884781
142,8030135
143,8168708
144,8295683
145,8424513
146,8572587
147,8723128
148,8867644
149,9052756
150,9214826
151,9348809
152,9492150
153,9660799
154,9839354
155,10024593
156,10223443
157,10405901
158,10574667
159,10738295
160,10919869
161,11123207
162,11338058
163,11556795
164,11756367
165,11938466
166,12115150
167,12329946
168,12549546
169,12779224
170,13022164
171,13245477
172,13447692
173,13645488
174,13872281
175,14113116
176,14366779
177,14612073
178,14842769
179,15068141
180,15275751
181,15520926
182,15806460
183,16085704
184,16378549
185,16644018
186,16871104
187,17091100
188,17344747
189,17638635
190,17928809
191,18223398
192,18486829
193,18714095
194,18916802
195,19176373
196,19453663
197,19740834
198,20027951
199,20303596
200,20532391
201,20752603
202,21026129
203,21319968
204,21610217
205,21904193
206,22173502
207,22394978
208,22600530
209,22864177
210,23143838
211,23420122
212,23688460
213,23960071
214,24177916
215,24397605
216,24658952
217,24940186
218,25221490
219,25516063
220,25786239
221,26017448
222,26268448
223,26535646
224,26827876
225,27121475
226,27432208
227,27714181
228,27959056
229,28165891
230,28417744
231,28712860
232,29019921
233,29341666
234,29636947
235,29894314
236,30145429
237,30432123
238,30745354
239,31063286
240,31390976
241,31695647
242,31957957
243,32197349
244,32479321
245,32799860
246,33119074
247,33446185
248,33754546
249,34018584
250,34259537
251,34553608
252,34874893
253,35201945
254,35533820
255,35839876
256,36100398
257,36374455
258,36689838
259,37041999
260,37402751
261,37767737
262,38144398
263,38438664
264,38717352
265,39041729
266,39428574
267,39833524
268,40252903
269,40651541
270,40999115
271,41344793
272,41738915
273,42185811
274,42669501
275,43166315
276,43642597
277,44074461
278,44490758
279,44958558
280,45474396
281,46024761
282,46599131
283,47103624
284,47573094
285,48047434
286,48547529
287,49119527
288,49744584
289,50376547
290,51007223
291,51511943
292,51999644
293,52568927
294,53193963
295,53852091
296,54515970
297,55121391
298,55641900
299,56145845
300,56720058
301,57341656
302,58006419
303,58676149
304,59288243
305,59816464
306,60354548
307,60927744
308,61567609
309,62189642
310,62807950
311,63402483
312,63926999
313,64424733
314,65017738
315,65664843
316,66357938
317,67052339
318,67698868
319,68253164
320,68781436
321,69392611
322,70054994
323,70755559
324,71468797
325,72128696
326,72682854
327,73217529
328,73823007
329,74551022
330,75290605
331,76012799
332,76654579
333,77218998
334,77761576
335,78384163
336,79079236
337,79777198
338,80315516
339,80788262
340,81236318
341,81739688
342,82379834
343,83117033
344,83878704
345,84515189
346,85086142
347,85628652
348,86193920
349,86910428
350,87718506
351,88561698
352,89401997
353,90169792
354,90813800
355,91407657
356,92095006
357,92839893
358,93595032
359,94354466
360,95032096
361,95593195
362,96073434
363,96667417
364,97332219
365,97983784
366,98621387
367,99222075
368,99707300
369,100150161
370,100681210
371,101271879
372,101869427
373,102453178
374,102982389
375,103400889
376,103794485
377,104250380
378,104738715
379,105248446
380,105744451
381,106186269
382,106549613
383,106876686
384,107268691
385,107710867
386,108158576
387,108587803
388,108975180
389,109279979
390,109548312
391,109896738
392,110294748
393,110698741
394,111109897
395,111494273
396,111815710
397,112103128
398,112481346
399,112923235
400,113373572
401,113809546
402,114206735
403,114528966
404,114825513
405,115198288
406,115643115
407,116093212
408,116546394
409,116960569
410,117340345
411,117635061
412,118029099
413,118497963
414,118979540
415,119473249
416,119926008
417,120303004
418,120642525
