0,17
1,26
2,45
3,60
4,84
5,110
6,137
7,176
8,220
9,266
10,311
11,369
12,433
13,500
14,573
15,646
16,732
17,826
18,924
19,1032
20,1129
21,1275
22,1397
23,1530
24,1672
25,1778
26,1876
27,2012
28,2129
29,2250
30,2363
31,2463
32,2621
33,2702
34,2766
35,2803
36,2861
37,2926
38,2980
39,3053
40,3120
41,3205
42,3288
43,3391
44,3497
45,3603
46,3832
47,4029
48,4306
49,4638
50,4994
51,5446
52,5867
53,6574
54,7233
55,8071
56,9067
57,10195
58,11616
59,13284
60,14977
61,16975
62,19555
63,22196
64,25321
65,28880
66,32743
67,36253
68,40568
69,45341
70,50751
71,57167
72,63401
73,69802
74,75157
75,80951
76,88802
77,95844
78,103831
79,111196
80,117711
81,123618
82,129575
83,137271
84,145711
85,152963
86,161787
87,168724
88,173958
89,180001
90,187744
91,194695
92,201873
93,208714
94,215280
95,219657
96,224874
97,232365
98,239484
99,245849
100,252288
101,258578
102,263042
103,267976
104,274522
105,281881
106,288305
107,294445
108,299442
109,304535
110,308925
111,315450
112,321144
113,327046
114,332900
115,337965
116,341957
117,346318
118,352262
119,357630
120,363367
121,368775
122,373585
123,377658
124,381974
125,386660
126,392373
127,397662
128,403138
129,408010
130,412075
131,416145
132,421708
133,427309
134,432969
135,438267
136,443125
137,447476
138,451644
139,457276
140,463124
141,468714
142,474042
143,479111
144,483394
145,487854
146,495286
147,501128
148,506960
149,512722
150,517791
151,522126
152,526131
153,531950
154,537441
155,542946
156,548248
157,553313
158,557501
159,562099
160,567834
161,573334
162,578923
163,584547
164,589598
165,593809
166,598269
167,604399
168,610271
169,616265
170,622148
171,627694
172,632605
173,637301
174,643544
175,649834
176,656365
177,662561
178,668193
179,673190
180,678102
181,684682
182,692143
183,698968
184,705679
185,711842
186,716569
187,721518
188,727850
189,735082
190,742456
191,749211
192,755272
193,760075
194,765272
195,772145
196,779455
197,786317
198,793208
199,799165
200,804429
201,809638
202,816433
203,823382
204,830301
205,836772
206,842786
207,847796
208,852910
209,859830
210,866758
211,873257
212,879758
213,885753
214,890619
215,895535
216,902225
217,908805
218,915194
219,921351
220,927013
221,931541
222,936356
223,942803
224,949286
225,955439
226,961520
227,966697
228,971210
229,975552
230,980455
231,986622
232,992606
233,998547
234,1003766
235,1008005
236,1012691
237,1019023
238,1025050
239,1030763
240,1036630
241,1041755
242,1045981
243,1050123
244,1055885
245,1061832
246,1067325
247,1072841
248,1078129
249,1082110
250,1085960
251,1091738
252,1097485
253,1103090
254,1108800
255,1113681
256,1117911
257,1122515
258,1128383
259,1134385
260,1140954
261,1146940
262,1152295
263,1156661
264,1160783
265,1166096
266,1172282
267,1178447
268,1184816
269,1190643
270,1194941
271,1199775
272,1206304
273,1213206
274,1219719
275,1226375
276,1232352
277,1237177
278,1242691
279,1250094
280,1257324
281,1264604
282,1272240
283,1279102
284,1284856
285,1291135
286,1299756
287,1309258
288,1318256
289,1327651
290,1335632
291,1342211
292,1349539
293,1359284
294,1369606
295,1379327
296,1389380
297,1398963
